,date,b_t,y_t,r0_t,diff_t
0,2020-01-22,0.0,0.0,,0.0
1,2020-01-23,1.0,0.0,inf,1.0
2,2020-01-24,0.0,0.0,,0.0
3,2020-01-25,0.5,0.0,inf,0.5
4,2020-01-26,0.3333333333333333,0.0,inf,0.3333333333333333
5,2020-01-27,0.0,0.0,,0.0
6,2020-01-28,0.0,0.0,,0.0
7,2020-01-29,0.0,0.0,,0.0
8,2020-01-30,1.75,0.0,inf,1.75
9,2020-01-31,0.09090909090909091,0.0,inf,0.09090909090909091
10,2020-02-01,0.25,0.0,inf,0.25
11,2020-02-02,0.0,0.0,,0.0
12,2020-02-03,0.06666666666666667,0.0,inf,0.06666666666666667
13,2020-02-04,0.1875,0.0,inf,0.1875
14,2020-02-05,0.21052631578947367,0.0,inf,0.21052631578947367
15,2020-02-06,0.043478260869565216,0.043478260869565216,1.0,0.0
16,2020-02-07,0.0,0.0,,0.0
17,2020-02-08,0.043478260869565216,0.08695652173913043,0.5,-0.043478260869565216
18,2020-02-09,0.09090909090909091,0.0,inf,0.09090909090909091
19,2020-02-10,0.041666666666666664,0.0,inf,0.041666666666666664
20,2020-02-11,0.0,0.16,0.0,-0.16
21,2020-02-12,0.0,0.0,,0.0
22,2020-02-13,0.0,0.0,,0.0
23,2020-02-14,0.0,0.09523809523809523,0.0,-0.09523809523809523
24,2020-02-15,0.05263157894736842,0.0,inf,0.05263157894736842
25,2020-02-16,0.05,0.05,1.0,0.0
26,2020-02-17,0.05,0.1,0.5,-0.05
27,2020-02-18,0.0,0.0,,0.0
28,2020-02-19,3.789473684210526,0.21052631578947367,18.0,3.578947368421052
29,2020-02-20,1.1379310344827587,0.0,inf,1.1379310344827587
30,2020-02-21,1.2311827956989247,0.0,inf,1.2311827956989247
31,2020-02-22,0.39759036144578314,0.004819277108433735,82.5,0.3927710843373494
32,2020-02-23,0.3961937716262976,0.0,inf,0.3961937716262976
33,2020-02-24,0.17596034696406443,0.004956629491945477,35.5,0.17100371747211895
34,2020-02-25,0.2984126984126984,0.0,inf,0.2984126984126984
35,2020-02-26,0.41075794621026895,0.0,inf,0.41075794621026895
36,2020-02-27,0.3298671288272675,0.0,inf,0.3298671288272675
37,2020-02-28,0.3518679409209383,0.002172024326672459,162.0,0.34969591659426585
38,2020-02-29,0.18828451882845187,0.0009655616350177019,195.0,0.18731895719343417
39,2020-03-01,0.15939278937381404,0.0,inf,0.15939278937381404
40,2020-03-02,0.19897124152443302,0.0,inf,0.19897124152443302
41,2020-03-03,0.08346333853354135,0.0021450858034321374,38.909090909090914,0.08131825273010922
42,2020-03-04,0.0842200180342651,0.0,inf,0.0842200180342651
43,2020-03-05,0.08283433133732535,0.015635395874916833,5.297872340425531,0.06719893546240852
44,2020-03-06,0.06951371571072319,0.0,inf,0.06951371571072319
45,2020-03-07,0.038909938793354706,-0.002477411833284757,-15.705882352941174,0.041387350626639466
46,2020-03-08,0.022530086761824795,0.0,inf,0.022530086761824795
47,2020-03-09,0.004653072396332284,0.017654304091966607,0.26356589147286824,-0.013001231695634323
48,2020-03-10,0.032723239046034386,0.005684969495285635,5.7560975609756095,0.02703826955074875
49,2020-03-11,0.014580801944106925,0.006075334143377886,2.4,0.00850546780072904
50,2020-03-12,0.014725568942436412,0.023694779116465864,0.6214689265536723,-0.008969210174029452
51,2020-03-13,0.013643117655004727,0.0,inf,0.013643117655004727
52,2020-03-14,0.00972814498933902,0.0,inf,0.00972814498933902
53,2020-03-15,0.009766398310677049,0.08275042892965553,0.11802232854864435,-0.07298403061897848
54,2020-03-16,0.011104783599088838,0.03843963553530752,0.28888888888888886,-0.027334851936218683
55,2020-03-17,0.013173302107728338,0.0194672131147541,0.6766917293233082,-0.006293911007025761
56,2020-03-18,0.021358079245838858,0.0,inf,0.021358079245838858
57,2020-03-19,0.012114219786558985,0.0,inf,0.012114219786558985
58,2020-03-20,0.019806212596181247,0.0,inf,0.019806212596181247
59,2020-03-21,0.021377672209026127,0.19128126309906385,0.11176040905770634,-0.16990359089003773
60,2020-03-22,0.0,0.0,,0.0
61,2020-03-23,0.011277562699882174,0.10065645514223195,0.11204013377926421,-0.08937889244234978
62,2020-03-24,0.017375231053604435,0.04121996303142329,0.42152466367713,-0.023844731977818858
63,2020-03-25,0.018746449536072712,0.07839424351448589,0.2391304347826087,-0.059647793978413174
64,2020-03-26,0.01671365283930729,0.07732581554571083,0.21614583333333334,-0.060612162706403544
65,2020-03-27,0.03022508038585209,0.06066452304394426,0.4982332155477032,-0.03043944265809217
66,2020-03-28,0.021445942958213574,0.04908246738890117,0.4369369369369369,-0.0276365244306876
67,2020-03-29,0.01637107776261937,0.04433833560709413,0.36923076923076925,-0.02796725784447476
68,2020-03-30,0.028304093567251463,0.042105263157894736,0.6722222222222223,-0.013801169590643272
69,2020-03-31,0.023244781783681213,0.0377134724857685,0.6163522012578616,-0.014468690702087287
70,2020-04-01,0.02045728038507822,0.0628158844765343,0.3256704980842912,-0.04235860409145608
71,2020-04-02,0.020356873586328223,0.048504649409399345,0.41968911917098445,-0.02814777582307112
72,2020-04-03,0.023532454098784586,0.07861391259374192,0.29934210526315785,-0.05508145849495734
73,2020-04-04,0.020525451559934318,0.03776683087027915,0.5434782608695652,-0.01724137931034483
74,2020-04-05,0.012252854358117515,0.03759398496240601,0.32592592592592595,-0.025341130604288498
75,2020-04-06,0.011714285714285714,0.027428571428571427,0.4270833333333333,-0.015714285714285715
76,2020-04-07,0.013062409288824383,0.023802612481857766,0.548780487804878,-0.010740203193033383
77,2020-04-08,0.010269953051643193,0.05780516431924883,0.17766497461928935,-0.04753521126760563
78,2020-04-09,0.007085643869377696,0.04436229205175601,0.15972222222222224,-0.03727664818237831
79,2020-04-10,0.00864,0.04032,0.21428571428571427,-0.03168
80,2020-04-11,0.009583608724388631,0.04130865829477859,0.23199999999999996,-0.031725049570389956
81,2020-04-12,0.007508532423208191,0.02696245733788396,0.27848101265822783,-0.01945392491467577
82,2020-04-13,0.007657500870170553,0.030281935259310826,0.2528735632183908,-0.022624434389140274
83,2020-04-14,0.008547008547008548,0.0292022792022792,0.29268292682926833,-0.020655270655270654
84,2020-04-15,0.006545454545454545,0.051272727272727275,0.1276595744680851,-0.04472727272727273
85,2020-04-16,0.007993909402360106,0.027407689379520365,0.29166666666666663,-0.01941377997716026
86,2020-04-17,0.006211180124223602,0.04192546583850932,0.14814814814814814,-0.03571428571428572
87,2020-04-18,0.0024154589371980675,0.042270531400966184,0.05714285714285714,-0.03985507246376812
88,2020-04-19,0.004612159329140462,0.03018867924528302,0.1527777777777778,-0.025576519916142557
89,2020-04-20,0.0034423407917383822,0.042598967297762476,0.08080808080808081,-0.03915662650602409
90,2020-04-21,0.0044782803403493054,0.028660994178235557,0.15625,-0.02418271383788625
91,2020-04-22,0.005507113354749885,0.10279944928866452,0.05357142857142857,-0.09729233593391463
92,2020-04-23,0.005083884087442806,0.0681240467717336,0.07462686567164178,-0.0630401626842908
93,2020-04-24,0.004340748779164406,0.04449267498643516,0.0975609756097561,-0.040151926207270754
94,2020-04-25,0.005087620124364048,0.026568682871678916,0.19148936170212766,-0.02148106274731487
95,2020-04-26,0.007510109763142692,0.05199306759098787,0.14444444444444446,-0.04448295782784517
96,2020-04-27,0.004232164449818622,0.041112454655380895,0.10294117647058824,-0.03688029020556227
97,2020-04-28,0.0018832391713747645,0.08600125549278091,0.021897810218978103,-0.08411801632140614
98,2020-04-29,0.0054832076764907475,0.008910212474297465,0.6153846153846154,-0.0034270047978067174
99,2020-04-30,0.002751031636863824,0.035075653370013754,0.0784313725490196,-0.03232462173314993
100,2020-05-01,0.00923951670220327,0.042643923240938165,0.21666666666666667,-0.033404406538734895
101,2020-05-02,0.004411764705882353,0.025,0.1764705882352941,-0.02058823529411765
102,2020-05-03,0.0007507507507507507,0.04954954954954955,0.015151515151515152,-0.0487987987987988
103,2020-05-04,0.0007892659826361484,0.03946329913180742,0.02,-0.03867403314917127
104,2020-05-05,0.0024630541871921183,0.07060755336617405,0.03488372093023256,-0.06814449917898194
105,2020-05-06,0.010572687224669603,0.05726872246696035,0.1846153846153846,-0.046696035242290754
106,2020-05-07,0.0166358595194085,0.07763401109057301,0.21428571428571427,-0.060998151571164505
107,2020-05-08,0.03346456692913386,0.04133858267716536,0.8095238095238095,-0.007874015748031496
108,2020-05-09,0.034722222222222224,0.021825396825396824,1.590909090909091,0.0128968253968254
109,2020-05-10,0.024485798237022526,0.03721841332027424,0.6578947368421052,-0.012732615083251717
110,2020-05-11,0.0248015873015873,0.0248015873015873,1.0,0.0
111,2020-05-12,0.027777777777777776,0.06646825396825397,0.417910447761194,-0.03869047619047619
112,2020-05-13,0.02786377708978328,0.0608875128998968,0.4576271186440678,-0.033023735810113516
113,2020-05-14,0.01814300960512273,0.032017075773746,0.5666666666666667,-0.013874066168623266
114,2020-05-15,0.01406926406926407,0.04004329004329004,0.35135135135135137,-0.02597402597402597
115,2020-05-16,0.015555555555555555,0.017777777777777778,0.875,-0.0022222222222222227
116,2020-05-17,0.014476614699331848,0.0378619153674833,0.38235294117647056,-0.02338530066815145
117,2020-05-18,0.036488027366020526,0.1459521094640821,0.25,-0.10946408209806158
118,2020-05-19,0.014084507042253521,0.088348271446863,0.15942028985507248,-0.07426376440460948
119,2020-05-20,0.027662517289073305,0.03734439834024896,0.7407407407407407,-0.009681881051175657
120,2020-05-21,0.029329608938547486,0.0446927374301676,0.65625,-0.015363128491620113
121,2020-05-22,0.03546099290780142,0.02695035460992908,1.3157894736842106,0.008510638297872342
122,2020-05-23,0.02109704641350211,0.01828410689170183,1.1538461538461537,0.0028129395218002805
123,2020-05-24,0.023842917251051893,0.06872370266479663,0.3469387755102041,-0.04488078541374474
124,2020-05-25,0.05873715124816446,0.02936857562408223,2.0,0.02936857562408223
125,2020-05-26,0.11269614835948645,0.06419400855920114,1.7555555555555555,0.04850213980028531
126,2020-05-27,0.07891156462585033,0.031292517006802724,2.5217391304347823,0.04761904761904761
127,2020-05-28,0.05064935064935065,0.045454545454545456,1.1142857142857143,0.0051948051948051965
128,2020-05-29,0.03359173126614987,0.00904392764857881,3.714285714285715,0.024547803617571064
129,2020-05-30,0.04287515762925599,0.021437578814627996,2.0,0.021437578814627996
130,2020-05-31,0.04567901234567901,0.02962962962962963,1.5416666666666665,0.01604938271604938
131,2020-06-01,0.0583232077764277,0.02551640340218712,2.2857142857142856,0.03280680437424058
132,2020-06-02,0.04588235294117647,0.03764705882352941,1.2187500000000002,0.008235294117647063
133,2020-06-03,0.045507584597432905,0.008168028004667444,5.571428571428571,0.03733955659276546
134,2020-06-04,0.05736782902137233,0.0281214848143982,2.04,0.02924634420697413
135,2020-06-05,0.06229508196721312,0.022950819672131147,2.7142857142857144,0.03934426229508197
136,2020-06-06,0.03995793901156677,0.011566771819137749,3.454545454545455,0.028391167192429026
137,2020-06-07,0.03783231083844581,0.026584867075664622,1.4230769230769231,0.011247443762781185
138,2020-06-08,0.04853387259858443,0.022244691607684528,2.181818181818182,0.026289180990899903
139,2020-06-09,0.04433497536945813,0.042364532019704436,1.0465116279069768,0.0019704433497536936
140,2020-06-10,0.05408062930186824,0.014749262536873156,3.6666666666666665,0.03933136676499508
141,2020-06-11,0.04541154210028382,0.020813623462630087,2.1818181818181817,0.024597918637653735
142,2020-06-12,0.03139427516158818,0.024930747922437674,1.259259259259259,0.006463527239150505
143,2020-06-13,0.03302752293577982,0.011009174311926606,3.0,0.022018348623853212
144,2020-06-14,0.0296229802513465,0.026929982046678635,1.1,0.0026929982046678645
145,2020-06-15,0.03760071620411817,0.012533572068039392,3.0,0.02506714413607878
146,2020-06-16,0.050655021834061134,0.022707423580786028,2.2307692307692304,0.027947598253275106
147,2020-06-17,0.041631265930331354,0.029736618521665252,1.4000000000000001,0.011894647408666102
148,2020-06-18,0.056255247691015954,0.017632241813602016,3.1904761904761907,0.038623005877413935
149,2020-06-19,0.038803556992724336,0.009700889248181084,4.0,0.029102667744543252
150,2020-06-20,0.01335428122545169,0.01021209740769835,1.3076923076923077,0.003142183817753339
151,2020-06-21,0.03523884103367267,0.021143304620203602,1.6666666666666665,0.014095536413469067
152,2020-06-22,0.039382239382239385,0.01698841698841699,2.3181818181818183,0.022393822393822396
153,2020-06-23,0.02039274924471299,0.03323262839879154,0.6136363636363636,-0.01283987915407855
154,2020-06-24,0.029839326702371844,0.1514919663351186,0.19696969696969696,-0.12165263963274676
155,2020-06-25,0.04442508710801394,0.12630662020905922,0.3517241379310345,-0.08188153310104529
156,2020-06-26,0.058823529411764705,0.04459203036053131,1.3191489361702127,0.014231499051233394
157,2020-06-27,0.03928905519176801,0.0608044901777362,0.6461538461538462,-0.021515434985968196
158,2020-06-28,0.04110898661567878,0.10325047801147227,0.3981481481481482,-0.062141491395793495
159,2020-06-29,0.0509683995922528,0.07747196738022426,0.6578947368421052,-0.026503567787971458
160,2020-06-30,0.05654450261780105,0.0743455497382199,0.7605633802816901,-0.01780104712041885
161,2020-07-01,0.06716417910447761,0.07995735607675906,0.84,-0.012793176972281453
